trial,severity,mse,active_ingredient,year,spray,location,state
196,62.5,55.09896,pico_cypr,2012,2,SÃO GABRIEL DO OESTE,MS
197,62.5,2.41944,tebu,2012,3,DECIOLÂNDIA,MT
201,62.5,25.4434,azox,2012,2,CAPÃO BONITO,SP
61,63,6.26507,pyra_epox,2007,2,PLANALTINA,DF
140,63,39.38095,tebu,2009,NA,SÃO GABRIEL DO OESTE,MS
196,63,55.09896,azox,2012,2,SÃO GABRIEL DO OESTE,MS
51,63.3,46.2979,check,2007,2,CHAPADÃO DO SUL,MS
226,63.3,74.28072,azox_cypr,2013,2,PAULÍNIA,SP
226,63.3,74.28072,tebu,2013,2,PAULÍNIA,SP
48,63.4,24.5287,check,2007,2,SENADOR CANEDO,GO
64,63.8,89.6261,pyra_epox,2007,2,CAMPO VERDE,MT
142,63.8,1.5844,tebu,2010,3,DIAMANTINO,MT
177,63.8,50.33197,cypr,2011,2,CAMPO VERDE,MT
214,63.8,93.58307,pyra_epox,2013,3,DIAMANTINO,MT
230,63.8,127.28098,pico_cypr,2013,3,MAUA DA SERRA,PR
190,64,1.1317,check,2011,2,CAPÃO BONITO,SP
245,64,23.52286,pyra_epox,2014,3,MARILÂNDIA DO SUL,PR
143,64,51.42749,tebu,2010,2,RIO VERDE,GO
226,64.3,74.28072,cypr,2013,2,PAULÍNIA,SP
74,64.5,69.3185,check,2007,2,DOURADOS,MS
110,64.6,16.46864,tebu,2009,3,CAPÃO BONITO,SP
147,64.7,8.9393,check,2010,3,CASCAVEL,PR
192,65,28.44618,trif_prot,2012,2,PRIMAVERA DO LESTE,MT
199,65,54.0069,check,2012,2,IRACEMÁPOLIS,SP
245,65.4,23.52286,azox,2014,3,MARILÂNDIA DO SUL,PR
176,65.5,15.86111,tebu,2011,2,DOURADOS,MS
242,65.7,9.05476,pyra_epox,2014,NA,SANTO ANTONIO DE GOIAS,GO
242,66,9.05476,cypr,2014,NA,SANTO ANTONIO DE GOIAS,GO
214,66,93.58307,azox,2013,3,DIAMANTINO,MT
240,66,1.08662,pyra_metc,2014,3,DECIOLÂNDIA,MT
150,66.3,12.41987,cypr,2010,2,SERRA PETROVINA,MT
150,66.3,12.41987,tebu,2010,2,SERRA PETROVINA,MT
164,66.3,118.85658,tebu,2010,2,UBERABA,MG
177,66.3,50.33197,tebu,2011,2,CAMPO VERDE,MT
222,66.4,78.67347,cypr,2013,3,RIO VERDE,GO
143,66.8,51.42749,cypr,2010,2,RIO VERDE,GO
203,67,116.9889,check,2012,3,SANTO ANTONIO DE GOIAS,GO
97,67.1,18.2348,check,2009,3,GOIÂNIA,GO
127,67.3,5.4843,check,2009,2,RIO VERDE,GO
178,67.3,1.06754,cypr,2011,2,DECIOLÂNDIA,MT
183,67.5,16.5588,check,2011,2,LONDRINA,PR
192,67.5,28.44618,pico_cypr,2012,2,PRIMAVERA DO LESTE,MT
222,67.7,78.67347,tebu,2013,3,RIO VERDE,GO
176,68,15.8611,check,2011,2,DOURADOS,MS
13,68.3,28.0518,check,2005,2,PAULÍNIA,SP
240,68.3,1.08662,pyra_epox,2014,3,DECIOLÂNDIA,MT
172,68.6,17.74669,tebu,2011,2,GOIÂNIA,GO
222,68.7,78.67347,azox,2013,3,RIO VERDE,GO
5,68.8,7.3968,check,2005,2,RONDONÓPOLIS,MT
76,68.8,14.9483,check,2007,2,RIACHÃO,MA
240,68.8,1.08662,cypr,2014,3,DECIOLÂNDIA,MT
20,69.5,98.3103,check,2006,2,LONDRINA,PR
60,69.5,10.8433,check,2007,2,PAULÍNIA,SP
182,69.9,0.4871,check,2011,2,GUARAPUAVA,PR
44,70,41.0038,check,2007,2,SÃO GABRIEL DO OESTE,MS
71,70,44.6759,check,2007,2,CHAPADÃO DO SUL,MS
113,70,12.3915,check,2009,NA,SÃO GABRIEL DO OESTE,MS
234,70,38.87672,trif_prot,2014,2,CAMPO VERDE,MT
242,70.1,9.05476,tebu,2014,NA,SANTO ANTONIO DE GOIAS,GO
158,70.4,7.4302,check,2010,NA,SENADOR CANEDO,GO
146,70.4,23.7837,check,2010,3,CHAPADÃO DO SUL,MS
174,70.5,37.16914,tebu,2011,2,SENADOR CANEDO,GO
203,70.5,116.98889,tebu,2012,3,SANTO ANTONIO DE GOIAS,GO
230,70.5,127.28098,azox_cypr,2013,3,MAUA DA SERRA,PR
28,70.6,92.7195,check,2006,2,GOIÂNIA,GO
29,70.8,15.5814,check,2006,2,GOIÂNIA,GO
195,71,5.74013,cypr,2012,2,RIO VERDE,GO
41,71.3,19.5632,check,2007,2,PAULÍNIA,SP
129,71.3,5.0111,check,2009,2,CAMPO VERDE,MT
151,71.3,49.01175,cypr,2010,2,CAMPO VERDE,MT
214,71.3,93.58307,tebu,2013,3,DIAMANTINO,MT
215,71.3,69.9786,check,2013,2,PEDRA PRETA,MT
234,71.3,38.87672,pico_cypr,2014,2,CAMPO VERDE,MT
223,71.4,71.924,check,2013,2,LONDRINA,PR
195,71.7,5.74013,tebu,2012,2,RIO VERDE,GO
112,71.8,90.6727,check,2009,2,IRACEMÁPOLIS,SP
102,71.9,13.9563,check,2009,2,RIO VERDE,GO
172,72,17.74669,cypr,2011,2,GOIÂNIA,GO
141,72,13.9643,check,2009,NA,ANTONIO JOÃO,MS
245,72,23.52286,cypr,2014,3,MARILÂNDIA DO SUL,PR
222,72.3,78.6735,check,2013,3,RIO VERDE,GO
16,72.4,15.1829,check,2005,2,JABOTICABAL,SP
63,72.5,48.0392,check,2007,2,SÃO GABRIEL DO OESTE,MS
95,72.5,4.0964,check,2009,2,LUCAS DO RIO VERDE,MT
104,72.5,12.085,check,2009,2,CAMPO VERDE,MT
138,72.5,14.7794,check,2009,2,IRACEMÁPOLIS,SP
151,72.5,49.01175,tebu,2010,2,CAMPO VERDE,MT
248,72.5,80.1194,cypr,2014,3,JATAÍ,GO
242,73.3,9.05476,pyra_metc,2014,NA,SANTO ANTONIO DE GOIAS,GO
68,73.5,14.3018,check,2007,2,SENADOR CANEDO,GO
121,73.5,3.0492,check,2009,2,LUCAS DO RIO VERDE,MT
82,73.5,44.2599,check,2008,2,PASSO FUNDO,RS
96,73.8,16.6041,check,2009,2,LUCAS DO RIO VERDE,MT
134,74,1.5087,check,2009,NA,SANTA MARIA,RS
191,74,55.3388,check,2011,2,LONDRINA,PR
237,74,27.19569,azox_cypr,2014,3,RIO VERDE,GO
245,74,23.52286,tebu,2014,3,MARILÂNDIA DO SUL,PR
43,75,23.3349,cypr,2007,2,IPAMERI,GO
62,75,17.93139,azox,2007,NA,IPAMERI,GO
145,75,25.5365,check,2010,2,CHAPADÃO DO SUL,MS
150,75,12.4199,check,2010,2,SERRA PETROVINA,MT
180,75,37.3911,check,2011,2,RONDONÓPOLIS,MT
65,75.6,1.3191,check,2007,2,GUARAPUAVA,PR
21,76.3,19.1468,check,2006,2,CAMPO VERDE,MT
135,76.3,19.38492,tebu,2009,2,CAPÃO BONITO,SP
201,76.3,25.4434,check,2012,2,CAPÃO BONITO,SP
156,76.9,14.7684,check,2010,3,LONDRINA,PR
242,77.1,9.05476,azox,2014,NA,SANTO ANTONIO DE GOIAS,GO
143,77.2,51.4275,check,2010,2,RIO VERDE,GO
169,77.5,2.765,check,2010,2,CRUZ ALTA,RS
192,77.5,28.44618,azox_cypr,2012,2,PRIMAVERA DO LESTE,MT
193,77.5,8.8542,check,2012,2,PEDRA PRETA,MT
243,77.5,5.36272,pyra_epox,2014,3,SENADOR CANEDO,GO
250,77.8,4.58,check,2014,2,SANTA MARIA,RS
140,78,39.381,check,2009,NA,SÃO GABRIEL DO OESTE,MS
236,78.3,8.27931,trif_prot,2014,3,PEDRA PRETA,MT
12,78.8,10.9299,check,2005,2,PAULÍNIA,SP
177,78.8,50.332,check,2011,2,CAMPO VERDE,MT
192,78.8,28.44618,azox,2012,2,PRIMAVERA DO LESTE,MT
198,79,9.6351,check,2012,2,PLANALTINA,DF
73,79.2,13.2996,check,2007,2,CHAPADÃO DO SUL,MS
214,79.5,93.5831,check,2013,3,DIAMANTINO,MT
227,79.8,25.0305,check,2013,3,ITAARA,RS
230,79.8,127.28098,pyra_epox,2013,3,MAUA DA SERRA,PR
240,79.8,1.08662,tebu,2014,3,DECIOLÂNDIA,MT
110,80,16.4686,check,2009,3,CAPÃO BONITO,SP
135,80,19.3849,check,2009,2,CAPÃO BONITO,SP
187,80,2.65794,cypr,2011,2,CRUZ ALTA,RS
192,80,28.44618,pyra_epox,2012,2,PRIMAVERA DO LESTE,MT
56,80.1,10.1644,check,2007,2,GUARAPUAVA,PR
24,80.1,14.6004,check,2006,2,CASCAVEL,PR
237,80.3,27.19569,cypr,2014,3,RIO VERDE,GO
243,80.3,5.36272,pyra_metc,2014,3,SENADOR CANEDO,GO
195,80.6,5.7401,check,2012,2,RIO VERDE,GO
108,80.8,7.4009,check,2009,2,SANTA MARIA,RS
243,80.8,5.36272,cypr,2014,3,SENADOR CANEDO,GO
192,81.3,28.44618,cypr,2012,2,PRIMAVERA DO LESTE,MT
237,81.3,27.19569,azox,2014,3,RIO VERDE,GO
242,81.3,9.0548,check,2014,NA,SANTO ANTONIO DE GOIAS,GO
237,81.5,27.19569,pyra_metc,2014,3,RIO VERDE,GO
243,81.5,5.36272,tebu,2014,3,SENADOR CANEDO,GO
197,81.8,2.4194,check,2012,3,DECIOLÂNDIA,MT
226,81.8,74.2807,check,2013,2,PAULÍNIA,SP
237,82.3,27.19569,pyra_epox,2014,3,RIO VERDE,GO
237,82.3,27.19569,tebu,2014,3,RIO VERDE,GO
234,82.5,38.87672,cypr,2014,2,CAMPO VERDE,MT
243,82.5,5.36272,azox,2014,3,SENADOR CANEDO,GO
178,83.3,1.06754,tebu,2011,2,DECIOLÂNDIA,MT
220,83.6,43.2749,check,2013,2,CHAPADÃO DO SUL,MS
31,83.8,23.7063,check,2006,2,PAULÍNIA,SP
32,83.8,8.8889,check,2006,2,PAULÍNIA,SP
125,83.8,2.1883,check,2009,3,LONDRINA,PR
151,83.8,49.0118,check,2010,2,CAMPO VERDE,MT
192,83.8,28.44618,tebu,2012,2,PRIMAVERA DO LESTE,MT
217,83.8,69.2308,check,2013,2,CAMPO VERDE,MT
234,83.8,38.87672,azox_cypr,2014,2,CAMPO VERDE,MT
248,83.8,80.1194,azox,2014,3,JATAÍ,GO
237,84,27.1957,check,2014,3,RIO VERDE,GO
240,84.5,1.08662,azox,2014,3,DECIOLÂNDIA,MT
72,85,131.5709,check,2007,2,CHAPADÃO DO SUL,MS
162,85.7,20.2468,check,2010,3,ENTRE RIOS,PR
61,85.8,6.2651,check,2007,2,PLANALTINA,DF
245,85.8,23.5229,check,2014,3,MARILÂNDIA DO SUL,PR
196,86,55.09896,cypr,2012,2,SÃO GABRIEL DO OESTE,MS
38,86.3,44.5526,check,2006,2,IPAMERI,GO
45,86.3,94.0972,check,2007,2,CAMPO VERDE,MT
109,86.3,16.8997,check,2009,2,SANTA MARIA,RS
234,86.3,38.87672,pyra_metc,2014,2,CAMPO VERDE,MT
159,86.4,44.1573,check,2010,NA,GOIÂNIA,GO
230,86.8,127.28098,azox,2013,3,MAUA DA SERRA,PR
236,86.8,8.27931,pico_cypr,2014,3,PEDRA PRETA,MT
79,87,35.4877,check,2008,2,LONDRINA,PR
80,87.5,3.8151,check,2008,2,MARILÂNDIA DO SUL,PR
196,87.5,55.09896,tebu,2012,2,SÃO GABRIEL DO OESTE,MS
234,87.5,38.87672,azox,2014,2,CAMPO VERDE,MT
192,88,28.4462,check,2012,2,PRIMAVERA DO LESTE,MT
248,88.3,80.1194,pyra_epox,2014,3,JATAÍ,GO
230,88.8,127.28098,cypr,2013,3,MAUA DA SERRA,PR
248,88.8,80.1194,tebu,2014,3,JATAÍ,GO
115,89,1.4032,check,2009,3,TANGARÁ DA SERRA,MT
248,89.3,80.1194,pyra_metc,2014,3,JATAÍ,GO
174,89.5,37.16914,cypr,2011,2,SENADOR CANEDO,GO
243,89.8,5.3627,check,2014,3,SENADOR CANEDO,GO
164,90,118.8566,check,2010,2,UBERABA,MG
240,90,1.0866,check,2014,3,DECIOLÂNDIA,MT
100,90.4,20.5434,check,2009,3,LONDRINA,PR
17,90.9,15.0867,check,2005,2,RIO VERDE,GO
187,91.3,2.65794,tebu,2011,2,CRUZ ALTA,RS
234,91.3,38.87672,pyra_epox,2014,2,CAMPO VERDE,MT
234,91.3,38.87672,tebu,2014,2,CAMPO VERDE,MT
248,92,80.1194,check,2014,3,JATAÍ,GO
64,92.5,89.6261,check,2007,2,CAMPO VERDE,MT
230,93,127.28098,tebu,2013,3,MAUA DA SERRA,PR
236,93,8.27931,azox_cypr,2014,3,PEDRA PRETA,MT
234,93.3,38.8767,check,2014,2,CAMPO VERDE,MT
142,93.5,1.5844,check,2010,3,DIAMANTINO,MT
236,94,8.27931,pyra_epox,2014,3,PEDRA PRETA,MT
236,94.5,8.27931,pyra_metc,2014,3,PEDRA PRETA,MT
174,94.5,37.1691,check,2011,2,SENADOR CANEDO,GO
133,95.3,3.0635,check,2009,2,SANTA MARIA,RS
236,95.5,8.27931,cypr,2014,3,PEDRA PRETA,MT
236,96.3,8.27931,azox,2014,3,PEDRA PRETA,MT
196,97.5,55.099,check,2012,2,SÃO GABRIEL DO OESTE,MS
236,97.5,8.27931,tebu,2014,3,PEDRA PRETA,MT
118,98,37.4976,check,2009,3,CHAPADÃO DO SUL,MS
230,98,127.281,check,2013,3,MAUA DA SERRA,PR
236,98.3,8.2793,check,2014,3,PEDRA PRETA,MT
62,98.8,17.9314,check,2007,NA,IPAMERI,GO
139,99,16.4881,check,2009,2,PAULÍNIA,SP
26,100,303.1136,check,2006,2,UBERABA,MG
36,100,8.9527,check,2006,2,CHAPADÃO DO SUL,MS
43,100,23.3349,check,2007,2,IPAMERI,GO
52,100,75.397,check,2007,2,CHAPADÃO DO SUL,MS
172,100,17.7467,check,2011,2,GOIÂNIA,GO
178,100,1.0675,check,2011,2,DECIOLÂNDIA,MT
187,100,2.6579,check,2011,2,CRUZ ALTA,RS
